obs	caseno	begin	end	event	backlog	agenda	qmv	qmvpostsea	qmvpostteu	coop	codec	eu9	eu10	eu12	eu15	thatcher
1583	819	69	511	1	195	0	0	0	0	0	0	0	0	1	0	1
1584	820	0	52	1	195	0	1	0	0	0	0	0	1	0	0	1
1585	821	0	58	0	195	0	0	0	0	0	0	0	1	0	0	1
1586	821	58	588	0	195	0	0	0	0	0	0	0	0	1	0	1
1587	821	588	1851	0	195	0	0	1	0	1	0	0	0	1	0	1
1588	821	1851	2830	0	195	0	0	1	0	1	0	0	0	1	0	0
1589	822	0	44	0	195	0	0	0	0	0	0	0	1	0	0	1
1590	822	44	574	0	195	0	0	0	0	0	0	0	0	1	0	1
1591	822	574	679	0	195	0	0	0	0	0	0	0	0	1	0	1
1592	823	0	33	0	195	0	0	0	0	0	0	0	1	0	0	1
1593	823	33	475	1	195	0	0	0	0	0	0	0	0	1	0	1
1594	824	0	29	0	195	0	0	0	0	0	0	0	1	0	0	1
1595	824	29	559	0	195	0	0	0	0	0	0	0	0	1	0	1
1596	824	559	1822	0	195	0	0	1	0	1	0	0	0	1	0	1
1597	824	1822	2890	0	195	0	0	1	0	1	0	0	0	1	0	0
1598	824	2890	3316	0	195	0	0	0	1	0	1	0	0	1	0	0
1599	824	3316	5127	0	195	0	0	0	1	0	1	0	0	0	1	0
1600	825	0	28	0	195	0	0	0	0	0	0	0	1	0	0	1
1601	825	28	194	1	195	0	0	0	0	0	0	0	0	1	0	1
1602	826	0	27	0	195	0	1	0	0	0	0	0	1	0	0	1
1603	826	27	557	0	195	0	1	0	0	0	0	0	0	1	0	1
1604	826	557	1105	1	195	0	0	1	0	0	0	0	0	1	0	1
1605	827	0	26	0	195	0	1	0	0	0	0	0	1	0	0	1
1606	827	26	137	1	195	0	1	0	0	0	0	0	0	1	0	1
1607	828	0	16	0	195	0	0	0	0	0	0	0	1	0	0	1
1608	828	16	161	1	195	0	0	0	0	0	0	0	0	1	0	1
1609	829	0	15	0	195	0	1	0	0	0	0	0	1	0	0	1
1610	829	15	366	1	195	0	1	0	0	0	0	0	0	1	0	1
1611	830	0	14	0	195	0	0	0	0	0	0	0	1	0	0	1
1612	830	14	341	1	195	0	0	0	0	0	0	0	0	1	0	1
1613	831	0	14	0	195	0	0	0	0	0	0	0	1	0	0	1
1614	831	14	544	0	195	0	0	0	0	0	0	0	0	1	0	1
1615	831	544	1807	0	195	0	0	0	0	0	0	0	0	1	0	1
1616	831	1807	2786	0	195	0	0	0	0	0	0	0	0	1	0	0
1617	832	0	14	0	195	0	0	0	0	0	0	0	1	0	0	1
1618	832	14	544	0	195	0	0	0	0	0	0	0	0	1	0	1
1619	832	544	1807	0	195	0	0	0	0	0	0	0	0	1	0	1
1620	832	1807	2786	0	195	0	0	0	0	0	0	0	0	1	0	0
1621	833	0	9	0	195	0	0	0	0	0	0	0	1	0	0	1
1622	833	9	358	1	195	0	0	0	0	0	0	0	0	1	0	1
1623	834	0	9	0	195	0	1	0	0	0	0	0	1	0	0	1
1624	834	9	539	0	195	0	1	0	0	0	0	0	0	1	0	1
1625	834	539	903	1	195	0	0	1	0	0	0	0	0	1	0	1
1626	835	0	9	0	195	0	1	0	0	0	0	0	1	0	0	1
1627	835	9	539	0	195	0	1	0	0	0	0	0	0	1	0	1
1628	835	539	1085	1	195	0	0	1	0	0	0	0	0	1	0	1
1629	836	0	9	0	195	0	0	0	0	0	0	0	1	0	0	1
1630	836	9	539	0	195	0	0	0	0	0	0	0	0	1	0	1
1631	836	539	1802	0	195	0	0	1	0	1	0	0	0	1	0	1
1632	836	1802	2870	0	195	0	0	1	0	1	0	0	0	1	0	0
1633	836	2870	3296	0	195	0	0	0	1	0	1	0	0	1	0	0
1634	836	3296	5107	0	195	0	0	0	1	0	1	0	0	0	1	0
1635	837	0	525	0	200	0	0	0	0	0	0	0	0	1	0	1
1636	837	525	1788	0	200	0	0	0	0	0	0	0	0	1	0	1
1637	837	1788	2856	0	200	0	0	0	0	0	0	0	0	1	0	0
1638	837	2856	3282	0	200	0	0	0	0	0	0	0	0	1	0	0
1639	837	3282	3599	0	200	0	0	0	0	0	0	0	0	0	1	0
1640	838	0	160	1	200	0	0	0	0	0	0	0	0	1	0	1
1641	839	0	285	1	200	0	0	0	0	0	0	0	0	1	0	1
1642	840	0	458	0	200	0	0	0	0	0	0	0	0	1	0	1
1643	840	458	468	1	200	0	0	0	0	0	0	0	0	1	0	1
1644	841	0	49	1	200	0	1	0	0	0	0	0	0	1	0	1
1645	842	0	430	0	200	0	0	0	0	0	0	0	0	1	0	1
1646	842	430	749	0	200	0	0	1	0	1	0	0	0	1	0	1
1647	843	0	427	0	200	0	0	0	0	0	0	0	0	1	0	1
1648	843	427	982	1	200	0	0	1	0	1	0	0	0	1	0	1
1649	844	0	427	0	200	0	0	0	0	0	0	0	0	1	0	1
1650	844	427	1115	1	200	0	0	1	0	1	0	0	0	1	0	1
1651	845	0	427	0	200	0	0	0	0	0	0	0	0	1	0	1
1652	845	427	1157	1	200	0	0	1	0	1	0	0	0	1	0	1
1653	846	0	426	0	200	0	0	0	0	0	0	0	0	1	0	1
1654	846	426	981	1	200	0	0	1	0	1	0	0	0	1	0	1
1655	847	0	313	1	200	0	0	0	0	0	0	0	0	1	0	1
1656	848	0	411	0	200	0	1	0	0	0	0	0	0	1	0	1
1657	848	411	1653	1	200	0	0	1	0	1	0	0	0	1	0	1
1658	849	0	54	1	200	0	1	0	0	0	0	0	0	1	0	1
1659	850	0	52	1	200	0	1	0	0	0	0	0	0	1	0	1
1660	851	0	48	1	200	0	1	0	0	0	0	0	0	1	0	1
1661	852	0	381	0	200	0	0	0	0	0	0	0	0	1	0	1
1662	852	381	931	1	200	0	0	1	0	1	0	0	0	1	0	1
1663	853	0	168	1	200	0	0	0	0	0	0	0	0	1	0	1
1664	854	0	376	0	200	0	0	0	0	0	0	0	0	1	0	1
1665	854	376	657	1	200	0	0	1	0	1	0	0	0	1	0	1
1666	855	0	374	0	200	0	0	0	0	0	0	0	0	1	0	1
1667	855	374	1215	1	200	0	0	1	0	1	0	0	0	1	0	1
1668	856	0	159	1	200	0	1	0	0	0	0	0	0	1	0	1
1669	857	0	132	1	200	0	0	0	0	0	0	0	0	1	0	1
1670	858	0	363	0	200	0	1	0	0	0	0	0	0	1	0	1
1671	858	363	770	1	200	0	0	1	0	0	0	0	0	1	0	1
1672	859	0	361	0	200	0	0	0	0	0	0	0	0	1	0	1
1673	859	361	532	1	200	0	0	1	0	1	0	0	0	1	0	1
1674	860	0	361	0	200	0	0	0	0	0	0	0	0	1	0	1
1675	860	361	642	1	200	0	0	1	0	1	0	0	0	1	0	1
1676	861	0	361	0	200	0	0	0	0	0	0	0	0	1	0	1
1677	861	361	728	1	200	0	0	1	0	1	0	0	0	1	0	1
1678	862	0	357	0	200	0	1	0	0	0	0	0	0	1	0	1
1679	862	357	723	1	200	0	0	1	0	0	0	0	0	1	0	1
1680	863	0	161	1	200	0	0	0	0	0	0	0	0	1	0	1
1681	864	0	342	0	200	0	0	0	0	0	0	0	0	1	0	1
1682	864	342	1605	0	200	0	0	0	0	0	0	0	0	1	0	1
1683	864	1605	2673	0	200	0	0	0	0	0	0	0	0	1	0	0
1684	864	2673	2716	0	200	0	0	0	0	1	0	0	0	1	0	0
1685	865	0	342	0	200	0	0	0	0	0	0	0	0	1	0	1
1686	865	342	1605	0	200	0	0	0	0	0	0	0	0	1	0	1
1687	865	1605	2584	0	200	0	0	0	0	0	0	0	0	1	0	0
1688	866	0	341	0	200	0	0	0	0	0	0	0	0	1	0	1
1689	866	341	1364	0	200	0	0	1	0	1	0	0	0	1	0	1
1690	867	0	334	0	200	0	1	0	0	0	0	0	0	1	0	1
1691	867	334	943	1	200	0	0	1	0	1	0	0	0	1	0	1
1692	868	0	327	0	200	0	0	0	0	0	0	0	0	1	0	1
1693	868	327	1091	1	200	0	0	1	0	0	0	0	0	1	0	1
1694	869	0	327	0	200	0	1	0	0	0	0	0	0	1	0	1
1695	869	327	622	0	200	0	0	1	0	1	0	0	0	1	0	1
1696	870	0	283	0	200	0	0	0	0	0	0	0	0	1	0	1
1697	870	283	955	1	200	0	0	1	0	1	0	0	0	1	0	1
1698	871	0	161	1	200	0	0	0	0	0	0	0	0	1	0	1
1699	872	0	266	0	200	0	0	0	0	0	0	0	0	1	0	1
1700	872	266	276	1	200	0	0	0	0	0	0	0	0	1	0	1
1701	873	0	86	1	200	0	1	0	0	0	0	0	0	1	0	1
1702	874	0	33	1	200	0	0	0	0	0	0	0	0	1	0	1
1703	875	0	259	0	200	0	0	0	0	0	0	0	0	1	0	1
1704	875	259	269	1	200	0	0	0	0	0	0	0	0	1	0	1
1705	876	0	79	1	200	0	1	0	0	0	0	0	0	1	0	1
1706	877	0	258	0	200	0	0	0	0	0	0	0	0	1	0	1
1707	877	258	1521	0	200	0	0	0	0	0	0	0	0	1	0	1
1708	877	1521	2589	0	200	0	0	0	0	0	0	0	0	1	0	0
1709	877	2589	3015	0	200	0	0	0	0	0	0	0	0	1	0	0
1710	877	3015	3705	0	200	0	0	0	0	0	0	0	0	0	1	0
1711	878	0	73	1	200	0	1	0	0	0	0	0	0	1	0	1
1712	879	0	251	0	200	0	1	0	0	0	0	0	0	1	0	1
1713	879	251	574	1	200	0	0	1	0	0	0	0	0	1	0	1
1714	880	0	251	0	200	0	1	0	0	0	0	0	0	1	0	1
1715	880	251	574	1	200	0	0	1	0	0	0	0	0	1	0	1
1716	881	0	242	0	200	0	0	0	0	0	0	0	0	1	0	1
1717	881	242	565	1	200	0	0	1	0	1	0	0	0	1	0	1
1718	882	0	101	1	200	0	1	0	0	0	0	0	0	1	0	1
1719	883	0	230	0	200	0	1	0	0	0	0	0	0	1	0	1
1720	883	230	594	1	200	0	0	1	0	0	0	0	0	1	0	1
1721	884	0	228	0	200	0	1	0	0	0	0	0	0	1	0	1
1722	884	228	327	1	200	0	0	1	0	0	0	0	0	1	0	1
1723	885	0	228	0	200	0	1	0	0	0	0	0	0	1	0	1
1724	885	228	327	1	200	0	0	1	0	0	0	0	0	1	0	1
1725	886	0	228	0	200	0	1	0	0	0	0	0	0	1	0	1
1726	886	228	327	1	200	0	0	1	0	0	0	0	0	1	0	1
1727	887	0	220	0	200	0	1	0	0	0	0	0	0	1	0	1
1728	887	220	586	1	200	0	0	1	0	0	0	0	0	1	0	1
1729	888	0	213	1	200	0	0	0	0	0	0	0	0	1	0	1
1730	889	0	203	0	200	0	0	0	0	0	0	0	0	1	0	1
1731	889	203	561	1	200	0	0	1	0	1	0	0	0	1	0	1
1732	890	0	203	0	200	0	0	0	0	0	0	0	0	1	0	1
1733	890	203	213	1	200	0	0	0	0	0	0	0	0	1	0	1
1734	891	0	203	0	200	0	0	0	0	0	0	0	0	1	0	1
1735	891	203	213	1	200	0	0	0	0	0	0	0	0	1	0	1
1736	892	0	105	1	200	0	0	0	0	0	0	0	0	1	0	1
1737	893	0	187	0	200	0	0	0	0	0	0	0	0	1	0	1
1738	893	187	468	1	200	0	0	1	0	1	0	0	0	1	0	1
1739	894	0	185	0	200	0	0	0	0	0	0	0	0	1	0	1
1740	894	185	1077	1	200	0	0	0	0	0	0	0	0	1	0	1
1741	895	0	182	0	200	0	0	0	0	0	0	0	0	1	0	1
1742	895	182	542	1	200	0	0	1	0	1	0	0	0	1	0	1
1743	896	0	179	0	200	0	0	0	0	0	0	0	0	1	0	1
1744	896	179	460	1	200	0	0	1	0	1	0	0	0	1	0	1
1745	897	0	179	0	200	0	0	0	0	0	0	0	0	1	0	1
1746	897	179	909	1	200	0	0	1	0	1	0	0	0	1	0	1
1747	898	0	174	0	200	0	0	0	0	0	0	0	0	1	0	1
1748	898	174	484	1	200	0	0	1	0	1	0	0	0	1	0	1
1749	899	0	174	0	200	0	0	0	0	0	0	0	0	1	0	1
1750	899	174	904	1	200	0	0	1	0	1	0	0	0	1	0	1
1751	900	0	174	0	200	0	0	0	0	0	0	0	0	1	0	1
1752	900	174	938	1	200	0	0	1	0	1	0	0	0	1	0	1
1753	901	0	174	0	200	0	0	0	0	0	0	0	0	1	0	1
1754	901	174	1066	1	200	0	0	0	0	0	0	0	0	1	0	1
1755	902	0	158	0	188	0	0	0	0	0	0	0	0	1	0	1
1756	902	158	713	1	188	0	0	1	0	1	0	0	0	1	0	1
1757	903	0	154	0	188	0	1	0	0	0	0	0	0	1	0	1
1758	903	154	676	1	188	0	0	1	0	0	0	0	0	1	0	1
1759	904	0	152	0	188	0	0	0	0	0	0	0	0	1	0	1
1760	904	152	475	1	188	0	0	1	0	1	0	0	0	1	0	1
1761	905	0	133	0	188	0	0	0	0	0	0	0	0	1	0	1
1762	905	133	1396	0	188	0	0	0	0	0	0	0	0	1	0	1
1763	905	1396	2464	0	188	0	0	0	0	0	0	0	0	1	0	0
1764	905	2464	2507	0	188	0	0	0	0	0	0	0	0	1	0	0
1765	906	0	133	0	188	0	0	0	0	0	0	0	0	1	0	1
1766	906	133	143	1	188	0	0	0	0	0	0	0	0	1	0	1
1767	907	0	132	0	188	0	0	0	0	0	0	0	0	1	0	1
1768	907	132	496	1	188	0	0	0	0	0	0	0	0	1	0	1
1769	908	0	126	0	188	0	0	0	0	0	0	0	0	1	0	1
1770	908	126	136	1	188	0	0	0	0	0	0	0	0	1	0	1
1771	909	0	124	0	188	0	0	0	0	0	0	0	0	1	0	1
1772	909	124	679	1	188	0	0	1	0	1	0	0	0	1	0	1
1773	910	0	123	0	188	0	1	0	0	0	0	0	0	1	0	1
1774	910	123	222	1	188	0	0	1	0	0	0	0	0	1	0	1
1775	911	0	123	0	188	0	1	0	0	0	0	0	0	1	0	1
1776	911	123	859	1	188	0	0	1	0	0	0	0	0	1	0	1
1777	912	0	108	1	188	0	0	0	0	0	0	0	0	1	0	1
1778	913	0	122	0	188	0	0	0	0	0	0	0	0	1	0	1
1779	913	122	403	1	188	0	0	1	0	1	0	0	0	1	0	1
1780	914	0	122	0	188	0	1	0	0	0	0	0	0	1	0	1
1781	914	122	403	1	188	0	0	1	0	0	0	0	0	1	0	1
1782	915	0	116	0	188	0	1	0	0	0	0	0	0	1	0	1
1783	915	116	144	1	188	0	0	1	0	0	0	0	0	1	0	1
1784	916	0	109	0	188	0	0	0	0	0	0	0	0	1	0	1
1785	916	109	1372	0	188	0	0	1	0	1	0	0	0	1	0	1
1786	916	1372	2440	0	188	0	0	1	0	1	0	0	0	1	0	0
1787	916	2440	2866	0	188	0	0	0	1	0	1	0	0	1	0	0
1788	916	2866	4677	0	188	0	0	0	1	0	1	0	0	0	1	0
1789	917	0	108	0	188	0	0	0	0	0	0	0	0	1	0	1
1790	917	108	663	1	188	0	0	1	0	1	0	0	0	1	0	1
1791	918	0	102	0	188	0	0	0	0	0	0	0	0	1	0	1
1792	918	102	138	1	188	0	0	0	0	0	0	0	0	1	0	1
1793	919	0	91	0	188	0	0	0	0	0	0	0	0	1	0	1
1794	919	91	92	1	188	0	0	0	0	0	0	0	0	1	0	1
1795	920	0	91	0	188	0	0	0	0	0	0	0	0	1	0	1
1796	920	91	92	1	188	0	0	0	0	0	0	0	0	1	0	1
1797	921	0	83	0	188	0	1	0	0	0	0	0	0	1	0	1
1798	921	83	90	1	188	0	0	1	0	1	0	0	0	1	0	1
1799	922	0	80	0	188	0	0	0	0	0	0	0	0	1	0	1
1800	922	80	90	1	188	0	0	0	0	0	0	0	0	1	0	1
1801	923	0	73	0	188	0	0	0	0	0	0	0	0	1	0	1
1802	923	73	354	1	188	0	0	1	0	1	0	0	0	1	0	1
1803	924	0	68	0	188	0	1	0	0	0	0	0	0	1	0	1
1804	924	68	1331	0	188	0	0	1	0	1	0	0	0	1	0	1
1805	924	1331	1716	1	188	0	0	1	0	1	0	0	0	1	0	0
1806	925	0	46	0	188	0	1	0	0	0	0	0	0	1	0	1
1807	925	46	95	1	188	0	0	1	0	0	0	0	0	1	0	1
1808	926	0	39	0	188	0	0	0	0	0	0	0	0	1	0	1
1809	926	39	375	1	188	0	0	0	0	0	0	0	0	1	0	1
1810	927	0	34	0	188	0	0	0	0	0	0	0	0	1	0	1
1811	927	34	589	1	188	0	0	1	0	1	0	0	0	1	0	1
1812	928	0	28	0	188	0	1	0	0	0	0	0	0	1	0	1
1813	928	28	329	1	188	0	0	1	0	0	0	0	0	1	0	1
1814	929	0	25	0	188	0	1	0	0	0	0	0	0	1	0	1
1815	929	25	907	1	188	0	0	1	0	1	0	0	0	1	0	1
1816	930	0	124	1	188	0	0	1	0	0	0	0	0	1	0	1
1817	931	0	904	1	188	0	0	1	0	1	0	0	0	1	0	1
1818	932	0	154	1	188	0	0	1	0	1	0	0	0	1	0	1
1819	933	0	1220	0	188	0	0	1	0	1	0	0	0	1	0	1
1820	933	1220	1421	1	188	0	0	1	0	1	0	0	0	1	0	0
1821	934	0	610	1	188	0	0	1	0	1	0	0	0	1	0	1
1822	935	0	715	0	188	0	0	1	0	1	0	0	0	1	0	1
1823	936	0	277	1	188	0	0	1	0	0	0	0	0	1	0	1
1824	937	0	1196	0	188	0	0	0	0	0	0	0	0	1	0	1
1825	937	1196	1578	1	188	0	0	0	0	0	0	0	0	1	0	0
1826	938	0	1196	0	188	0	0	0	0	0	0	0	0	1	0	1
1827	938	1196	1886	1	188	0	0	0	0	0	0	0	0	1	0	0
1828	939	0	1196	0	188	0	0	0	0	0	0	0	0	1	0	1
1829	939	1196	1886	1	188	0	0	0	0	0	0	0	0	1	0	0
1830	940	0	1196	0	188	0	0	0	0	0	0	0	0	1	0	1
1831	940	1196	1886	1	188	0	0	0	0	0	0	0	0	1	0	0
1832	941	0	1196	0	188	0	0	0	0	0	0	0	0	1	0	1
1833	941	1196	1886	1	188	0	0	0	0	0	0	0	0	1	0	0
1834	942	0	1196	0	188	0	0	0	0	0	0	0	0	1	0	1
1835	942	1196	1886	1	188	0	0	0	0	0	0	0	0	1	0	0
1836	943	0	1196	0	188	0	0	0	0	0	0	0	0	1	0	1
1837	943	1196	1846	0	188	0	0	0	0	0	0	0	0	1	0	0
1838	944	0	1177	0	188	0	0	0	0	0	0	0	0	1	0	1
1839	944	1177	2156	0	188	0	0	0	0	0	0	0	0	1	0	0
1840	945	0	669	1	188	0	0	1	0	0	0	0	0	1	0	1
1841	946	0	248	1	188	0	0	0	0	0	0	0	0	1	0	1
1842	947	0	1133	0	188	0	0	0	0	0	0	0	0	1	0	1
1843	947	1133	2627	0	188	0	0	0	0	0	0	0	0	1	0	0
1844	947	2627	4208	0	188	0	0	0	0	0	0	0	0	0	1	0
1845	947	4208	4438	0	188	0	0	0	1	0	1	0	0	0	1	0
1846	948	0	233	1	188	0	0	1	0	0	0	0	0	1	0	1
1847	949	0	233	1	188	0	0	1	0	0	0	0	0	1	0	1
1848	950	0	47	1	188	0	0	1	0	1	0	0	0	1	0	1
1849	951	0	539	1	188	0	0	1	0	1	0	0	0	1	0	1
1850	952	0	606	1	188	0	0	1	0	0	0	0	0	1	0	1
1851	953	0	704	1	188	0	0	1	0	1	0	0	0	1	0	1
1852	954	0	391	1	188	0	0	0	0	0	0	0	0	1	0	1
1853	955	0	200	1	188	0	0	1	0	0	0	0	0	1	0	1
1854	956	0	550	1	188	0	0	1	0	0	0	0	0	1	0	1
1855	957	0	516	1	188	0	0	1	0	1	0	0	0	1	0	1
1856	958	0	931	1	188	1	0	1	0	1	0	0	0	1	0	1
1857	959	0	548	1	188	0	0	1	0	1	0	0	0	1	0	1
1858	960	0	364	1	188	0	0	1	0	0	0	0	0	1	0	1
1859	961	0	483	1	188	0	0	1	0	1	0	0	0	1	0	1
1860	962	0	663	1	188	0	0	1	0	1	0	0	0	1	0	1
1861	963	0	365	1	188	0	0	0	0	0	0	0	0	1	0	1
1862	964	0	485	1	217	0	0	1	0	1	0	0	0	1	0	1
1863	965	0	485	1	217	0	0	1	0	1	0	0	0	1	0	1
1864	966	0	527	1	217	0	0	1	0	1	0	0	0	1	0	1
1865	967	0	484	1	217	0	0	1	0	1	0	0	0	1	0	1
1866	968	0	1056	0	217	0	0	0	0	0	0	0	0	1	0	1
1867	968	1056	2117	1	217	0	0	0	0	0	0	0	0	1	0	0
1868	969	0	411	1	217	0	0	1	0	1	0	0	0	1	0	1
1869	970	0	655	1	217	0	0	1	0	1	0	0	0	1	0	1
1870	971	0	840	1	217	0	0	1	0	1	0	0	0	1	0	1
1871	972	0	689	1	217	0	0	1	0	1	0	0	0	1	0	1
1872	973	0	1028	0	217	0	0	1	0	0	0	0	0	1	0	1
1873	973	1028	2007	0	217	0	0	1	0	0	0	0	0	1	0	0
1874	974	0	524	1	217	0	0	1	0	1	0	0	0	1	0	1
1875	975	0	668	1	217	0	0	1	0	1	0	0	0	1	0	1
1876	976	0	464	1	217	0	0	0	0	0	0	0	0	1	0	1
1877	977	0	505	1	217	0	0	0	0	0	0	0	0	1	0	1
1878	978	0	94	1	217	1	0	1	0	1	0	0	0	1	0	1
1879	979	0	462	1	217	1	0	1	0	1	0	0	0	1	0	1
1880	980	0	633	1	217	1	0	1	0	1	0	0	0	1	0	1
1881	981	0	633	1	217	1	0	1	0	1	0	0	0	1	0	1
1882	982	0	813	1	217	1	0	1	0	1	0	0	0	1	0	1
1883	983	0	813	1	217	1	0	1	0	1	0	0	0	1	0	1
1884	984	0	468	1	217	0	0	1	0	0	0	0	0	1	0	1
1885	985	0	252	1	217	0	0	0	0	0	0	0	0	1	0	1
1886	986	0	814	1	217	0	0	1	0	1	0	0	0	1	0	1
1887	987	0	244	1	217	0	0	1	0	0	0	0	0	1	0	1
1888	988	0	726	1	217	0	0	1	0	0	0	0	0	1	0	1
1889	989	0	967	1	217	1	0	1	0	1	0	0	0	1	0	1
1890	990	0	967	0	217	0	0	1	0	0	0	0	0	1	0	1
1891	990	967	1349	1	217	0	0	1	0	0	0	0	0	1	0	0
1892	991	0	77	1	217	0	0	1	0	0	0	0	0	1	0	1
1893	992	0	98	1	217	0	0	1	0	0	0	0	0	1	0	1
1894	993	0	961	0	217	0	0	1	0	1	0	0	0	1	0	1
1895	993	961	1073	1	217	0	0	1	0	1	0	0	0	1	0	0
1896	994	0	616	1	217	0	0	1	0	1	0	0	0	1	0	1
1897	995	0	607	1	217	0	0	1	0	1	0	0	0	1	0	1
1898	996	0	661	1	217	0	0	1	0	1	0	0	0	1	0	1
1899	997	0	719	1	217	0	0	1	0	1	0	0	0	1	0	1
1900	998	0	719	1	217	0	0	1	0	1	0	0	0	1	0	1
1901	999	0	582	1	217	0	0	1	0	1	0	0	0	1	0	1
1902	1000	0	342	1	217	0	0	1	0	0	0	0	0	1	0	1
1903	1001	0	919	0	217	0	0	0	0	0	0	0	0	1	0	1
1904	1001	919	1987	0	217	0	0	0	0	0	0	0	0	1	0	0
1905	1001	1987	2413	0	217	0	0	0	1	0	1	0	0	1	0	0
1906	1001	2413	3543	0	217	0	0	0	1	0	1	0	0	0	1	0
1907	1002	0	605	1	217	0	0	1	0	0	0	0	0	1	0	1
1908	1003	0	413	1	217	0	0	1	0	0	0	0	0	1	0	1
1909	1004	0	366	1	217	0	0	1	0	1	0	0	0	1	0	1
1910	1005	0	556	1	217	0	0	1	0	1	0	0	0	1	0	1
1911	1006	0	146	1	217	0	0	1	0	0	0	0	0	1	0	1
1912	1007	0	552	1	217	0	0	1	0	0	0	0	0	1	0	1
1913	1008	0	888	0	217	0	0	0	0	0	0	0	0	1	0	1
1914	1008	888	1956	0	217	0	0	0	0	0	0	0	0	1	0	0
1915	1008	1956	2070	1	217	0	0	0	0	0	0	0	0	1	0	0
1916	1009	0	161	1	217	0	0	1	0	1	0	0	0	1	0	1
1917	1010	0	856	0	217	0	0	1	0	0	0	0	0	1	0	1
1918	1010	856	1924	0	217	0	0	1	0	0	0	0	0	1	0	0
1919	1010	1924	2350	0	217	0	0	0	1	0	0	0	0	1	0	0
1920	1010	2350	4161	0	217	0	0	0	1	0	0	0	0	0	1	0
1921	1011	0	846	0	217	0	0	1	0	1	0	0	0	1	0	1
1922	1011	846	955	1	217	0	0	1	0	1	0	0	0	1	0	0
1923	1012	0	846	0	217	0	0	1	0	1	0	0	0	1	0	1
1924	1012	846	1224	1	217	0	0	1	0	1	0	0	0	1	0	0
1925	1013	0	820	0	217	0	0	0	0	0	0	0	0	1	0	1
1926	1013	820	1359	1	217	0	0	0	0	0	0	0	0	1	0	0
1927	1014	0	263	1	217	0	0	1	0	0	0	0	0	1	0	1
1928	1015	0	281	1	217	0	0	0	0	0	0	0	0	1	0	1
1929	1016	0	681	1	217	0	0	0	0	0	0	0	0	1	0	1
1930	1017	0	94	1	217	0	0	1	0	0	0	0	0	1	0	1
1931	1018	0	719	1	217	0	0	1	0	1	0	0	0	1	0	1
1932	1019	0	719	1	217	0	0	1	0	1	0	0	0	1	0	1
1933	1020	0	74	1	217	0	0	1	0	0	0	0	0	1	0	1
1934	1021	0	706	1	217	0	0	1	0	1	0	0	0	1	0	1
1935	1022	0	706	1	217	0	0	1	0	1	0	0	0	1	0	1
1936	1023	0	766	1	217	0	0	1	0	1	0	0	0	1	0	1
1937	1024	0	335	1	217	0	0	1	0	1	0	0	0	1	0	1
1938	1025	0	772	0	217	0	0	1	0	1	0	0	0	1	0	1
1939	1025	772	1840	0	217	0	0	1	0	1	0	0	0	1	0	0
1940	1025	1840	2266	0	217	0	0	0	1	0	1	0	0	1	0	0
1941	1025	2266	2890	1	217	0	0	0	1	0	1	0	0	0	1	0
1942	1026	0	769	0	217	0	0	1	0	1	0	0	0	1	0	1
1943	1026	769	1837	0	217	0	0	1	0	1	0	0	0	1	0	0
1944	1026	1837	2263	0	217	0	0	0	1	0	1	0	0	1	0	0
1945	1026	2263	2322	0	217	0	0	0	1	0	1	0	0	0	1	0
1946	1027	0	591	1	217	0	0	0	0	0	0	0	0	1	0	1
1947	1028	0	764	0	217	0	0	1	0	0	0	0	0	1	0	1
1948	1028	764	1146	1	217	0	0	1	0	0	0	0	0	1	0	0
1949	1029	0	749	0	217	0	0	0	0	0	0	0	0	1	0	1
1950	1029	749	1728	0	217	0	0	0	0	0	0	0	0	1	0	0
1951	1030	0	405	1	217	0	0	1	0	1	0	0	0	1	0	1
1952	1031	0	402	1	217	0	0	1	0	1	0	0	0	1	0	1
1953	1032	0	399	1	217	0	0	1	0	1	0	0	0	1	0	1
1954	1033	0	728	0	217	0	0	1	0	1	0	0	0	1	0	1
1955	1033	728	837	1	217	0	0	1	0	1	0	0	0	1	0	0
1956	1034	0	727	0	217	0	0	1	0	0	0	0	0	1	0	1
1957	1034	727	969	1	217	0	0	1	0	0	0	0	0	1	0	0
1958	1035	0	727	0	217	0	0	1	0	1	0	0	0	1	0	1
1959	1035	727	1795	0	217	0	0	1	0	1	0	0	0	1	0	0
1960	1035	1795	2221	0	217	0	0	0	1	0	1	0	0	1	0	0
1961	1035	2221	3734	1	217	0	0	0	1	0	1	0	0	0	1	0
1962	1036	0	96	1	217	0	0	0	0	0	0	0	0	1	0	1
1963	1037	0	555	1	217	0	0	1	0	1	0	0	0	1	0	1
1964	1038	0	356	1	217	0	0	1	0	0	0	0	0	1	0	1
1965	1039	0	347	1	217	0	0	1	0	1	0	0	0	1	0	1
1966	1040	0	371	1	217	0	0	1	0	1	0	0	0	1	0	1
1967	1041	0	713	0	217	0	0	1	0	1	0	0	0	1	0	1
1968	1041	713	1606	1	217	0	0	1	0	1	0	0	0	1	0	0
1969	1042	0	689	1	217	0	0	1	0	1	0	0	0	1	0	1
1970	1043	0	710	0	217	0	0	0	0	0	0	0	0	1	0	1
1971	1043	710	1778	0	217	0	0	0	0	0	0	0	0	1	0	0
1972	1043	1778	2204	0	217	0	0	0	1	1	0	0	0	1	0	0
1973	1043	2204	2521	0	217	0	0	0	1	1	0	0	0	0	1	0
